Title,Location,Price,Size,Apartment Type
"Novi Beograd, Blok 22, Antifašističke borbe, 2.0, 58m2, 278980 EUR","Novi Beograd Blok 22, Beograd, Srbija",278 980 €,58 m²,  Dvosoban stan
Fantastičan trosoban stan sa pogledom na ceo grad,"Olimp, Beograd, Srbija",205 900 €,82.38 m²,  Trosoban stan
"BW PARKVIEW,lux, pogled na reku,namešten ID#1193","Beograd na vodi, Beograd, Srbija",432 000 €,88 m²,  Trosoban stan
"3,5 nov stan na Ledinama","Ledine, Beograd, Srbija",114 000 €,76 m²,  Četvorosoban stan
Petlovo brdo - Tuzlanska 43+18kvm ID#1778,"Petlovo brdo, Beograd, Srbija",73 000 €,43 m²,  Trosoban stan
"Renoviran troiposoban stan na Dedinju, 92m2","Dedinje (RTV Pink), Beograd, Srbija",359 000 €,92 m²,  Četvorosoban stan
"Lux stan, BW Terraces, Beograd na vodi, BW Terraces","Beograd na vodi, Beograd, Srbija",698 000 €,107 m²,  Trosoban stan
"Savski venac, Dedinje - Aleksandra Tirnanića Tirketa, 142m2, Aleksandra Tirnanića Tirketa","Dedinje (Beli dvor), Beograd, Srbija",400 000 €,142 m²,  Četvorosoban stan
"PRODAJA,3.0 STAN U JUZNOM BULEVARU","Južni bulevar, Beograd, Srbija",257 000 €,60 m²,  Trosoban stan
"#27124, Prodaja, Stan, CENTAR, 260000 EUR","Centar (uži), Beograd, Srbija",260 000 €,75 m²,  Trosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 31,"Mirijevo IV, Beograd, Srbija",Cena na upit,40.33 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 30,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.9 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 28,"Mirijevo IV, Beograd, Srbija",Cena na upit,45.22 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 27,"Mirijevo IV, Beograd, Srbija",Cena na upit,43.18 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Dvosoban stan 26,"Mirijevo IV, Beograd, Srbija",Cena na upit,59.24 m²,  Dvosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 25,"Mirijevo IV, Beograd, Srbija",Cena na upit,40.37 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 23,"Mirijevo IV, Beograd, Srbija",Cena na upit,40.5 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 20,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.31 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 19,"Mirijevo IV, Beograd, Srbija",Cena na upit,42.42 m²,  Jednosoban stan
"Lux novogradnja, Dedinje ID#130355","Dedinje (25. maj), Beograd, Srbija",750 000 €,180 m²,  Četvorosoban stan
"Lux novogradnja, Dedinje ID#129284","Dedinje (25. maj), Beograd, Srbija",250 000 €,56 m²,  Četvorosoban stan
"Banovo brdo, Golf, Beogradskog bataljona, 102+35m2,lux ID#1387","Golf naselje, Beograd, Srbija",380 000 €,102 m²,  Četvorosoban stan
"Prodajemo dvosoban stan na Voždovcu, Jajinci, 60m2","Jajinci, Beograd, Srbija",105 000 €,60 m²,  Dvosoban stan
"DEDINJE, 69M2, IV, EG","Dedinje (Beli dvor), Beograd, Srbija",149 000 €,69 m²,  Dvosoban stan
"Novi Beograd, Blok 65 (West 65) - Tadije Sondermajera, 140m2, Tadije Sondermajera","Novi Beograd Blok 65, Beograd, Srbija",799 000 €,140 m²,  Petosoban+ stan
"Vračar, Hram Sv. Save - Šumatovačka 61m2, Šumatovačka","Vračar (Hram), Beograd, Srbija",420 000 €,61 m²,  Dvosoban stan
"Palilula, Karaburma - Pera Ćetkovića, 60m2, Pera Ćetkovića","Karaburma, Beograd, Srbija",118 000 €,60 m²,  Dvosoban stan
"Rakovica, Kneževac, Kneževačka, 5.0, 82m2, 145000 EUR","Kneževac, Beograd, Srbija",145 000 €,82 m²,  Petosoban+ stan
Novogradnja duplex ID#130340,"Olimp, Beograd, Srbija",250 000 €,88 m²,  Trosoban stan
Prostran stan sa brojnim mogućnostima,"Kalenić pijaca, Beograd, Srbija",355 000 €,137 m²,  Petosoban+ stan
VIŠENAMENSKI,"Višnjička banja, Beograd, Srbija",212 000 €,156 m²,  Petosoban+ stan
"Vračar, Vukov spomenik, Bulevar kralja Aleksandra, 52m2, Bulevar kralja Aleksandra","Bulevar Kr. Aleksandra, Beograd, Srbija",138 000 €,52 m²,  Dvosoban stan
Najpovoljniji stan na Dedinju,"Beograd, Srbija",149 000 €,69 m²,  Dvosoban stan
"40m2, T+dvo50m2 ,VIDIKOVAC , stan","Vidikovac, Beograd, Srbija",100 000 €,40 m²,  Dvosoban stan
"PRODAJA,1.5 STAN KOD CVETKOVE PIJACE","Cvetkova pijaca, Beograd, Srbija",90 000 €,36 m²,  Dvosoban stan
"Odličan salonac kod Pravnog fakulteta, Prote Mateje","Tašmajdan, Beograd, Srbija",297 000 €,70 m²,  Dvosoban stan
"Zemun, Kalvarija, -, 3.0, 71m2, 226135 EUR","Zemun (Kalvarija), Beograd, Srbija",226 135 €,71 m²,  Trosoban stan
"Budimska, 4,0 stan sa terasom od 44m2, garažno","Botanička bašta, Beograd, Srbija",533 500 €,165 m²,  Četvorosoban stan
"MIRIJEVO-LJ. MIODRAGOVIĆA, 41M2, V, CG","Mirijevo I, Beograd, Srbija",89 000 €,41 m²,  Jednosoban stan
"Barajevo, prelep stan","Barajevo, Beograd, Srbija",62 000 €,65 m²,  Trosoban stan
"Prodaja, stan, Zivka Davidovica, 104m2, ID1327, Zivka Davidovica","Učiteljsko naselje, Beograd, Srbija",279 747 €,103.61 m²,  Trosoban stan
"Stari grad, Skadarlija - Skadarska 96m2, Skadarska","Skadarlija, Beograd, Srbija",380 000 €,96 m²,  Četvorosoban stan
"MIRIJEVO, 60M2, I, EG, NOVO","Mirijevo I, Beograd, Srbija",105 600 €,60 m²,  Trosoban stan
"Prodaja, stan, Zivka Davidovica, 54m2, ID1329, Zivka Davidovica","Učiteljsko naselje, Beograd, Srbija",145 395 €,53.85 m²,  Dvosoban stan
"Naselje Gorica, Sare Bernar","Sremčica, Beograd, Srbija",65 000 €,53 m²,  Jednosoban stan
"Zemun, Centar, Jovana Subotića, 2.0, 79m2, 221000 EUR","Centar (uži), Beograd, Srbija",221 000 €,79 m²,  Dvosoban stan
"Luksuzan stan od 150m2, Dedinje","Dedinje (Beli dvor), Beograd, Srbija",825 000 €,150 m²,  Četvorosoban stan
"Luksuzan stan od 300m2, Dedinje","Dedinje (Beli dvor), Beograd, Srbija",1 650 000 €,300 m²,  Četvorosoban stan
Salonac.Dva ulaza. Dvostran. Parking mesto. Svetao,"Beograd na vodi, Beograd, Srbija",290 000 €,103 m²,  Četvorosoban stan
Salonac.Dva ulaza. Dvostran. Parking mesto. Svetao,"Savski venac, Beograd, Srbija",290 000 €,103 m²,  Trosoban stan
"Prodaja, stan, Gornji Grad, 71m2, ID1318","Zemun (Gornji grad), Beograd, Srbija",203 290 €,71.33 m²,  Trosoban stan
"Luksuzan stan od 135m2, Dedinje","Dedinje (Beli dvor), Beograd, Srbija",742 500 €,135 m²,  Četvorosoban stan
"Vračar, Krunski venac - Prote Mateje, 70m2, Prote Mateje","Vračar (Centar), Beograd, Srbija",297 000 €,70 m²,  Trosoban stan
"Prodaja 1.5 stana Medak 2, 44m2","Medaković I, Beograd, Srbija",92 500 €,44 m²,  Jednosoban stan
"Zemun, Donji grad - Ugrinovačka, 86m2, Ugrinovačka","Zemun (Donji grad), Beograd, Srbija",180 000 €,86 m²,  Trosoban stan
"Zemun polje Anke Matić 56 m2 dvorište 2,0","Zemun Polje, Beograd, Srbija",112 000 €,56 m²,  Dvosoban stan
"Renoviran dvosoban stan na Vračaru, Đerdapska,49m2","Vračar (Centar), Beograd, Srbija",189 000 €,49 m²,  Dvosoban stan
Blok 61 - Dr Ivana Ribara ID#1775,"Novi Beograd Blok 61, Beograd, Srbija",238 000 €,69 m²,  Trosoban stan
"CENTAR-BRANKOVA, 47M2, I, EG","Zeleni venac, Beograd, Srbija",159 000 €,47 m²,  Trosoban stan
"Zvezdara, Zvezdarska šuma, novogradnja","Gradska bolnica, Beograd, Srbija",198 000 €,73 m²,  Trosoban stan
"Vojvode Stepe, stan sa prelepom terasom+ garaža","Voždovac, Beograd, Srbija",169 000 €,66 m²,  Dvosoban stan
"Voždovac,B.Jerkovič, 3.0, 55m2, CG","Beograd, Srbija",120 000 €,55 m²,  Trosoban stan
DVOSOBAN STAN U NOVOGRADNJI NA NOVOM BEOGRADU-SAKURA PARK,"Novi Beograd Blok 58, Beograd, Srbija",179 400 €,39 m²,  Dvosoban stan
DVOSOBAN STAN U NOVOGRADNJI NA NOVOM BEOGRADU-SAKURA PARK,"Novi Beograd Blok 58, Beograd, Srbija",184 000 €,40 m²,  Dvosoban stan
"PRODAJA,3.0 STAN NA NOVOM BEOGRADU","Novi Beograd, Beograd, Srbija",199 500 €,74 m²,  Trosoban stan
"Troiposoban stan u Bloku 38, Bulevar Arsenija Čarnojevića","Novi Beograd Blok 38 (OŠ Ratko Mitrović), Beograd, Srbija",210 000 €,86 m²,  Trosoban stan
"Golf naselje - Beogradskog bataljona, 137m2, Beogradskog bataljona","Golf naselje, Beograd, Srbija",326 000 €,137 m²,  Četvorosoban stan
"Zvezdara, Mirijevo - Ljubiše Miodragovića, 42m2, Ljubiše Miodragovića","Mirijevo I, Beograd, Srbija",87 500 €,42 m²,  Jednosoban stan
Uknjižen Duplex u Novogradnji / Retko u ponudi!!!,"Zemun Polje, Beograd, Srbija",119 000 €,85 m²,  Dvosoban stan
DVOSOBAN STAN U NOVOGRADNJI NA NOVOM BEOGRADU-SAKURA PARK,"Novi Beograd Blok 58, Beograd, Srbija",271 400 €,59 m²,  Dvosoban stan
DVOSOBAN STAN U NOVOGRADNJI NA NOVOM BEOGRADU-SAKURA PARK,"Novi Beograd Blok 58, Beograd, Srbija",271 400 €,59 m²,  Dvosoban stan
"PRODAJA,3.0 STAN SA DVORISTEM U CENTRU GRADA","Klinički centar, Beograd, Srbija",183 000 €,58 m²,  Trosoban stan
"Lux stan na Voždovcu, Milovana Šaranovića","Voždovac, Beograd, Srbija",180 000 €,56 m²,  Trosoban stan
Dupleks kod Bioskopa Voždovac,"Voždovac, Beograd, Srbija",424 000 €,176 m²,  Četvorosoban stan
"JULINO BRDO, 69M2, I, CG","Julino brdo, Beograd, Srbija",143 000 €,69 m²,  Trosoban stan
Borča centar,"Borča I, Beograd, Srbija",107 000 €,60 m²,  Dvosoban stan
Vračar Kumanovska lux duplex ID#1425,"Vračar (Centar), Beograd, Srbija",499 000 €,167 m²,  Petosoban+ stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 15,"Mirijevo IV, Beograd, Srbija",Cena na upit,34.44 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 13,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.41 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 12,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.91 m²,  Jednosoban stan
Odmah useljiv stan 44m2 + 16 m2 lođe,"Učiteljsko naselje, Beograd, Srbija",129 900 €,60 m²,  Dvosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 11,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.29 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Dvosoban stan 10,"Mirijevo IV, Beograd, Srbija",Cena na upit,50.83 m²,  Dvosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 9,"Mirijevo IV, Beograd, Srbija",Cena na upit,40.33 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 8,"Mirijevo IV, Beograd, Srbija",Cena na upit,41.9 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 7,"Mirijevo IV, Beograd, Srbija",Cena na upit,38.86 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 6,"Mirijevo IV, Beograd, Srbija",Cena na upit,45.22 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 5,"Mirijevo IV, Beograd, Srbija",Cena na upit,43.18 m²,  Jednosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Dvosoban stan 4,"Mirijevo IV, Beograd, Srbija",Cena na upit,59.24 m²,  Dvosoban stan
"Svetao, funkcionalan, Dedinje","Dedinje (RTV Pink), Beograd, Srbija",185 000 €,53 m²,  Dvosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Jednosoban stan 2,"Mirijevo IV, Beograd, Srbija",Cena na upit,40.22 m²,  Jednosoban stan
"Dvoiposoban stan u izgradnji u Zemunu, 55m2","Zemun (Gornji grad), Beograd, Srbija",149 000 €,55 m²,  Trosoban stan
HILL VIEW RESIDENCE - Lamela 1 - Trosoban stan 1,"Mirijevo IV, Beograd, Srbija",Cena na upit,64.36 m²,  Trosoban stan
"Voždovac, Vojvode Vlahovića, Vojvode Vlahovića, 2.0, 56m2, 153000 EUR","Voždovac, Beograd, Srbija",153 000 €,56 m²,  Dvosoban stan
Prodaja - stan u Zemunu,"Zemun (Novi Grad), Beograd, Srbija",194 975 €,70.9 m²,  Trosoban stan
"Dvoiposoban stan u izgradnji, Dobanovačka, 55m2","Zemun (Gornji grad), Beograd, Srbija",174 684 €,55 m²,  Dvosoban stan
A BLOK LUX - IV FAZA - TROSOBAN,"Novi Beograd Blok 67a, Beograd, Srbija",325 000 €,73 m²,  Trosoban stan
Železnik - Svete Milutinovića ID#1772,"Železnik, Beograd, Srbija",120 000 €,76 m²,  Trosoban stan
Dizajnersko Remek - delo u Bloku 65. Jugozapad,"Novi Beograd Blok 65, Beograd, Srbija",398 000 €,72 m²,  Trosoban stan
"Novi Beograd, Blok 60 - Tošin bunar, 67m2 - NEW MINEL, Tošin bunar","Novi Beograd Blok 60, Beograd, Srbija",225 120 €,67 m²,  Trosoban stan
"Vračar, Crveni krst, 3.0 stan, 85m2, 335000 EUR, ID 37704","Crveni krst, Beograd, Srbija",335 000 €,85 m²,  Trosoban stan
NOV,"Borča I, Beograd, Srbija",87 000 €,90 m²,  Trosoban stan
HILL VIEW RESIDENCE,"Mirijevo IV, Beograd, Srbija",Cena na upit,34.44 - 64.36 m²,  Petosoban+ stan
"Gavrila Principa, lux, retko u ponudi! ID#1188","Savski venac, Beograd, Srbija",1 120 000 €,353 m²,  Petosoban+ stan
"Novogradnja, dvosoban stan Zemun Dobanovačka, 45m2","Zemun (Gornji grad), Beograd, Srbija",141 764 €,45 m²,  Dvosoban stan
"NOVA GALENIKA, 51M2, I, CG, FASADNA CIGLA","Galenika, Beograd, Srbija",122 300 €,51 m²,  Trosoban stan
"BIOSKOP VOŽDOVAC, 176M2, II, EG","Autokomanda, Beograd, Srbija",424 000 €,176 m²,  Petosoban+ stan
"Višnjička banja, odličan stan 139m2, Višnjički venac","Višnjička banja, Beograd, Srbija",205 000 €,139 m²,  Četvorosoban stan
"Prodaja, stan dvoiposoban, Zemun Batajnica","Batajnica, Beograd, Srbija",110 820 €,55.97 m²,  Trosoban stan
"A BLOK, 149M2, 5.0, LUKS","Novi Beograd Blok 67a, Beograd, Srbija",655 000 €,149 m²,  Petosoban+ stan
"70m2, T ,DEDINJE , stan","Dedinje (Beli dvor), Beograd, Srbija",250 000 €,70 m²,  Četvorosoban stan
Fantastična investicija u Dositejevoj. Renoviran,"Trg Republike ( centar ), Beograd, Srbija",400 000 €,119 m²,  Četvorosoban stan
"BEŽANIJSKA KOSA I, 90M2, II, CG","Bežanijska kosa I, Beograd, Srbija",205 000 €,90 m²,  Trosoban stan
Zvezdara,"Zvezdara, Beograd, Srbija",230 000 €,65 m²,  Trosoban stan
"Luksuzan stan sa 2 garažna mesta, novija gradnja","Bežanijska kosa I, Beograd, Srbija",580 000 €,190 m²,  Petosoban+ stan
Stan na 1.spratu,"Kneževac, Beograd, Srbija",55 000 €,33 m²,  Jednosoban stan
"Stan 22m2 + 4m2 ostava, Ledine kod Akva Parka","Ledine, Beograd, Srbija",41 500 €,22 m²,  Garsonjera
"VIŠNJIČKA BANJA, 55M2, VP, GAS","Višnjička banja, Beograd, Srbija",115 000 €,55 m²,  Dvosoban stan
"Voždovac, FON - Kapetana Zavišića, 86m2, Kapetana Zavišića","Banjica, Beograd, Srbija",220 000 €,86 m²,  Trosoban stan
"176m2, (2T) ,VOŽDOVAC , stan","Voždovac, Beograd, Srbija",385 000 €,176 m²,  Petosoban+ stan
"Kod Paunovog brega Banjica 2,0 38,99 m2 2/2 EG","Banjica, Beograd, Srbija",90 223 €,38 m²,  Dvosoban stan
"Kod Paunovog brega Banjica 54,21 m2  plus terasa 8,25 m2   3,0 2/2 EG","Banjica, Beograd, Srbija",125 000 €,54.21 m²,  Trosoban stan
Stan u centru Zemun Polja,"Zemun Polje, Beograd, Srbija",59 000 €,47 m²,  Dvosoban stan
Blok 70a pored Save ID#1073,"Novi Beograd Blok 70a, Beograd, Srbija",185 000 €,62 m²,  Dvosoban stan
"Prodaja, stan, Gornji Grad, 77m2, ID1301","Zemun (Gornji grad), Beograd, Srbija",206 901 €,76.63 m²,  Trosoban stan
"Prodaja, stan, Gornji Grad, 72m2, ID1300","Zemun (Gornji grad), Beograd, Srbija",180 925 €,72.37 m²,  Dvosoban stan
"57m2, T ,LION , stan","Lion, Beograd, Srbija",199 000 €,57 m²,  Trosoban stan
"Beograd na vodi, zgrada Rima , 57 m2","Beograd na vodi, Beograd, Srbija",233 000 €,57.11 m²,  Dvosoban stan
"Stari grad, Dorćol, Dositejeva, 67m2, Dositejeva","Gornji Dorćol, Beograd, Srbija",290 000 €,67 m²,  Dvosoban stan
"Prodaja, stan, Gornji Grad, 63m2, ID1299","Zemun (Gornji grad), Beograd, Srbija",160 553 €,63.46 m²,  Dvosoban stan
"Novi Beograd, Belville - Bulevar Crvene Armije 106m2, Bulevar Crvene Armije","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",399 000 €,106 m²,  Trosoban stan
Uknjižen stan 105 kvadrata i garaža od 14 kvadrata,"Rakovica, Beograd, Srbija",190 000 €,105 m²,  Četvorosoban stan
"Šestosoban stan sa garažom kod Aviv parka, 109m2","Učiteljsko naselje, Beograd, Srbija",265 000 €,109 m²,  Trosoban stan
"Karaburma, Novogradnja, Radeta Markovića 62.33m2","Karaburma, Beograd, Srbija",129 000 €,53.7 m²,  Dvosoban stan
"Karaburma, Novogradnja, Radeta Markovića, 84m2","Karaburma, Beograd, Srbija",140 000 €,84 m²,  Trosoban stan
"Voždovac, Braće Jerković, Dragice Koncar , 4.0, 81m2, 162000 EUR","Braće Jerković, Beograd, Srbija",162 000 €,81 m²,  Četvorosoban stan
"Banovićka,stan u kući na Karaburmi,odlična gradnja, Banovićka","Karaburma, Beograd, Srbija",185 000 €,111 m²,  Trosoban stan
"91m2, (T) ,HADŽIPOPOVAC , stan","Hadžipopovac, Beograd, Srbija",309 400 €,91 m²,  Četvorosoban stan
"Trosoban, Banovo brdo,luksuzan ID#1141","Banovo brdo, Beograd, Srbija",268 000 €,78 m²,  Trosoban stan
Extra lux stanovi na Vozdovcu- Bez provizije,"Voždovac, Beograd, Srbija",221 100 €,67 m²,  Trosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 1.5, 42m2, 79026 EUR","Mirijevo I, Beograd, Srbija",79 026 €,42 m²,  Dvosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 2.5, 64m2, 120278 EUR","Mirijevo I, Beograd, Srbija",120 278 €,64 m²,  Trosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 2.5, 52m2, 96342 EUR","Mirijevo I, Beograd, Srbija",96 342 €,52 m²,  Trosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 2.0, 57m2, 106721 EUR","Mirijevo I, Beograd, Srbija",106 721 €,57 m²,  Dvosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 2.0, 50m2, 94042 EUR","Mirijevo I, Beograd, Srbija",94 042 €,50 m²,  Dvosoban stan
"Zvezdara, Mirijevo, Aleksandra Bugarskog, 3.0, 78m2, 146215 EUR","Mirijevo I, Beograd, Srbija",146 215 €,78 m²,  Trosoban stan
Lux stan u Belvilu 106kvm ID#25416,"Novi Beograd Blok 67 (Belvil), Beograd, Srbija",399 000 €,106 m²,  Trosoban stan
"Odličan 5.0, garaža 16m2","Banovo brdo, Beograd, Srbija",347 600 €,158 m²,  Petosoban+ stan
"Prodaja, stan, Airport City, 75m2, ID1283","Novi Beograd Blok 65, Beograd, Srbija",263 410 €,75.26 m²,  Dvosoban stan
"Beograd na vodi, zgrada Vista, 82m2","Beograd na vodi, Beograd, Srbija",410 000 €,82 m²,  Trosoban stan
"Lux - Novogradnja - Vojislava Ilića, Vojislava Ilića","Crveni krst, Beograd, Srbija",153 750 €,36 m²,  Jednosoban stan
"Lux Penthouse u Zemunu, Pregrevica","Pregrevica, Beograd, Srbija",660 000 €,236 m²,  Petosoban+ stan
"Lux - Novogradnja - Vojislava Ilića, Vojislava Ilića","Crveni krst, Beograd, Srbija",122 877 €,30 m²,  Garsonjera
"Zvezdara, Crveni krst - Golubačka, 104m2, Golubačka","Crveni krst, Beograd, Srbija",320 000 €,104 m²,  Dvosoban stan
"Prodaja, stan, Airport City, 73m2, ID1281","Novi Beograd Blok 65, Beograd, Srbija",270 655 €,73.15 m²,  Trosoban stan
"Zvezdara, Bulbuder - Krfska, 124m2, Krfska","Bulbuder, Beograd, Srbija",361 516 €,124 m²,  Četvorosoban stan
"Stari grad, centar - Kralja Petra, 59m2, Kralja Petra","Centar (uži), Beograd, Srbija",269 900 €,59 m²,  Dvosoban stan
"Prodaja, stan, Airport City, 84m2, ID1282","Novi Beograd Blok 65, Beograd, Srbija",310 800 €,84 m²,  Trosoban stan
"KOTEŽ, DR.DRAGIŠE MIŠOVIĆA 42M2","Kotež, Beograd, Srbija",65 000 €,42 m²,  Dvosoban stan
"Vračar - Južni bulevar 60m2, Južni bulevar","Južni bulevar, Beograd, Srbija",252 000 €,60 m²,  Trosoban stan
"Prodaja, stan, Airport City, 70m2, ID1280","Novi Beograd Blok 65, Beograd, Srbija",259 000 €,70 m²,  Dvosoban stan
"Voždovac, Autokomanda - Esad Pašina 176m2, Esad Pašina","Voždovac, Beograd, Srbija",395 000 €,176 m²,  Četvorosoban stan
Voždovac – Darvinova 56kvm ID#25390,"Voždovac, Beograd, Srbija",139 900 €,56 m²,  Dvosoban stan
LUX STAN U NAJKVALITETNIJOJ ZGRADI NA LEDINAMA,"Ledine, Beograd, Srbija",99 750 €,50 m²,  Dvosoban stan
Odličan stan kod starog Merkatora ID#1052,"Novi Beograd Blok 2, Beograd, Srbija",210 000 €,42.58 m²,  Dvosoban stan
Prodaja Salasa-Sopot-Babe ID#1238,"Sopot, Beograd, Srbija",850 000 €,650 m²,  Garsonjera
"Luksuzan trosoban stan - Belville, Bulevar Crvene Armije","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",399 000 €,106 m²,  Trosoban stan
"Novi Beograd, Blok 71 - Dr Ivana Ribara 73m2, Dr Ivana Ribara","Novi Beograd Blok 71, Beograd, Srbija",174 900 €,73 m²,  Dvosoban stan
"Savski venac, Beograd na vodi, BW King`s Park, 2.0, 54m2, 270000 EUR","Beograd na vodi, Beograd, Srbija",270 000 €,54 m²,  Dvosoban stan
Humski put (bivša Slavka Rodića) 1.5 stan sa terasom ID#1421,"Vidikovačka padina, Beograd, Srbija",62 500 €,40 m²,  Dvosoban stan
"2,0 nov stan, Ledine, blizina Holivuda","Ledine, Beograd, Srbija",85 800 €,52 m²,  Dvosoban stan
Ekskluzivni dupleks sa pogleodm na reku u BW Bonaca,"Beograd na vodi, Beograd, Srbija",1 817 888 €,298 m²,  Četvorosoban stan
Četvorosoban stan sa pogledom na reku u BW Bonaca,"Beograd na vodi, Beograd, Srbija",841 888 €,146 m²,  Četvorosoban stan
Trosoban stan sa pogledom na dvorište u BW Bonaca,"Beograd na vodi, Beograd, Srbija",519 888 €,106 m²,  Trosoban stan
Dvostrano orijentisan trosoban stan u BW Bonaca,"Beograd na vodi, Beograd, Srbija",572 888 €,112 m²,  Trosoban stan
Komforan dvosoban stan u BW Bonaca,"Beograd na vodi, Beograd, Srbija",320 888 €,64.06 m²,  Dvosoban stan
"Savski venac, Beograd na vodi, BW Queen`s Park, 2.0, 54m2, 320000 EUR","Beograd na vodi, Beograd, Srbija",320 000 €,54 m²,  Dvosoban stan
"Voždovac, Dušanovac, Danijelova, 2.5, 75m2, 219000 EUR","Dušanovac, Beograd, Srbija",219 000 €,75 m²,  Trosoban stan
"LION, 65M2, VI, CG","Lion, Beograd, Srbija",203 000 €,65 m²,  Trosoban stan
"Novi Beograd, Bežanijska kosa 2, Peđe Milosavljevića , 3.5, 80m2, 225000 EUR","Bežanijska kosa II, Beograd, Srbija",225 000 €,80 m²,  Četvorosoban stan
"Luks salonac, Zemun centar, 101m2","Zemun (Centar), Beograd, Srbija",415 000 €,86 m²,  Četvorosoban stan
"Prodaje se stan,Karaburma ID#1483","Karaburma, Beograd, Srbija",139 000 €,63 m²,  Dvosoban stan
"Zvezdara, Veselina Čajkanovića","Zvezdara, Beograd, Srbija",154 000 €,85 m²,  Četvorosoban stan
"CRVENI KRST, 21M2, PSUT, TA","Crveni krst, Beograd, Srbija",64 990 €,21 m²,  Jednosoban stan
"Vračar, Crveni krst - Vojislava Ilića, 97m2 - LUX, Vojislava Ilića","Crveni krst, Beograd, Srbija",329 324 €,97 m²,  Četvorosoban stan
"Vračar, Crveni krst - Vojislava Ilića, 36m2 - LUX, Vojislava Ilića","Crveni krst, Beograd, Srbija",150 000 €,36 m²,  Jednosoban stan
"Vračar, Crveni krst - Vojislava Ilića, 97m2 - LUX, Vojislava Ilića","Crveni krst, Beograd, Srbija",329 664 €,97 m²,  Četvorosoban stan
"Lux stan u novoj zgradi BW Quartet 1, BW Quartet 1","Beograd na vodi, Beograd, Srbija",455 000 €,115 m²,  Četvorosoban stan
"Zemun, Cara Dušana, renoviran, odmah useljiv,  namešten, lux ..","Zemun (Cara Dušana), Beograd, Srbija",184 000 €,68 m²,  Trosoban stan
"Zvezdara, Mirijevo, 1.5 stan, 42m2, 88198 EUR","Mirijevo I, Beograd, Srbija",88 198 €,42 m²,  Dvosoban stan
"Zvezdara, Mirijevo, 2.5 stan, 42m2, 88198 EUR","Mirijevo I, Beograd, Srbija",88 198 €,42 m²,  Trosoban stan
"Zvezdara, Mirijevo, 2.5 stan, 42m2, 83575 EUR","Mirijevo I, Beograd, Srbija",83 575 €,42 m²,  Trosoban stan
"Zvezdara, Mirijevo, 4.0 stan, 67m2, 126169 EUR","Mirijevo I, Beograd, Srbija",126 169 €,67 m²,  Četvorosoban stan
"Zvezdara, Mirijevo, 2.0 stan, 46m2, 86824 EUR","Mirijevo I, Beograd, Srbija",86 824 €,46 m²,  Dvosoban stan
"Zvezdara, Mirijevo, 0.5 stan, 30m2, 56736 EUR","Mirijevo I, Beograd, Srbija",56 736 €,30 m²,  Jednosoban stan
"Zvezdara, Mirijevo, 1.5 stan, 42m2, 78933 EUR","Mirijevo I, Beograd, Srbija",78 933 €,42 m²,  Dvosoban stan
